int Index	int Constellation	string Constellation Name	int Stars Subgroup	int Star Number	string Star Name	float Star Size	Color Star Color 	V2 Cel Coordinates(hr,Degree)	V2 Cel Coordinates (Normalized)	 float radius	float theta	float phi +	V3 Cartesian
881	15	Constellation_Capricornus	1	41	Star_Sphere (41)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.2995, -21.8286)	(0.308375, -0.24254)	400	1.951777	5.314397	(210.278, -306.0421, -148.7325)
882	15	Constellation_Capricornus	1	42	Star_Sphere (42)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.25402, -27.0369)	(0.312165, -0.30041)	400	2.042679	5.30249	(198.2534, -296.0321, -181.8257)
883	15	Constellation_Capricornus	1	43	Star_Sphere (43)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.20635, -12.62925)	(0.3161375, -0.140325)	400	1.791218	5.29001	(213.1287, -326.9977, -87.4566)
884	15	Constellation_Capricornus	1	44	Star_Sphere (44)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.53809, -9.857249)	(0.2884925, -0.109525)	400	1.742838	5.37686	(243.0157, -310.2486, -68.47762)
885	15	Constellation_Capricornus	1	45	Star_Sphere (45)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(21.7536, -9.0504)	(0.1872, -0.10056)	400	1.728756	5.695079	(328.654, -219.1517, -62.92129)
886	16	Constellation_Carina	0	0	Star_Sphere	1.75	RGBA(1.000, 1.000, 1.000, 1.000)	(6.39954, -52.69185)	(-0.533295, -0.585465)	400	2.490443	1.675396	(-25.31289, 241.1155, -318.155)
887	16	Constellation_Carina	0	1	Star_Sphere (1)	1.25	RGBA(1.000, 1.000, 1.000, 1.000)	(9.21783, -69.7338)	(-0.7681525, -0.77482)	400	2.787881	2.413222	(-103.3965, 92.22832, -375.2374)
888	16	Constellation_Carina	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(8.37522, -59.5269)	(-0.697935, -0.66141)	400	2.609737	2.192628	(-118.1672, 164.882, -344.7469)
889	16	Constellation_Carina	0	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(9.28689, -59.29155)	(-0.7739075, -0.658795)	400	2.605629	2.431302	(-154.8703, 133.1937, -343.9108)
890	16	Constellation_Carina	0	4	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(7.94805, -52.9974)	(-0.6623375, -0.58886)	400	2.495775	2.080795	(-117.5237, 210.1052, -319.4433)
891	16	Constellation_Carina	0	5	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(10.71234, -64.3968)	(-0.892695, -0.71552)	400	2.694733	2.804484	(-163.1253, 57.17327, -360.7234)
892	16	Constellation_Carina	0	6	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.53375, -61.69005)	(-0.8778125, -0.685445)	400	2.647491	2.757729	(-175.8912, 71.04233, -352.1581)
893	16	Constellation_Carina	0	7	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.23147, -70.0416)	(-0.8526225, -0.77824)	400	2.793253	2.678593	(-122.1602, 60.98124, -375.9763)
894	16	Constellation_Carina	0	8	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.28622, -61.3377)	(-0.857185, -0.68153)	400	2.641341	2.692926	(-172.8695, 83.22137, -350.9848)
895	16	Constellation_Carina	0	9	Star_Sphere (9)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.89246, -58.86)	(-0.907705, -0.654)	400	2.598097	2.85164	(-198.2177, 59.14059, -342.3625)
896	16	Constellation_Carina	0	10	Star_Sphere (10)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(11.14494, -58.97115)	(-0.928745, -0.655235)	400	2.600037	2.917738	(-201.0433, 45.7715, -342.7632)
897	16	Constellation_Carina	0	11	Star_Sphere (11)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(11.20953, -60.31485)	(-0.9341275, -0.670165)	400	2.623489	2.934648	(-193.8667, 40.70234, -347.504)
898	16	Constellation_Carina	0	12	Star_Sphere (12)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(11.14392, -61.96005)	(-0.92866, -0.688445)	400	2.652203	2.917471	(-183.332, 41.79067, -353.048)
899	16	Constellation_Carina	0	13	Star_Sphere (13)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(11.10966, -62.4393)	(-0.925805, -0.69377)	400	2.660568	2.908502	(-180.0703, 42.74971, -354.6085)
900	16	Constellation_Carina	1	14	IC2602_SouthernPleiades	1	RGBA(1.000, 1.000, 1.000, 1.000)	(6.39954, -52.69185)	(-0.533295, -0.585465)	400	2.490443	1.675396	(-25.31289, 241.1155, -318.155)
901	16	Constellation_Carina	1	15	Star_Sphere (14)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.40973, -74.03805)	(-0.8674775, -0.822645)	400	2.863004	2.725261	(-100.6032, 44.48471, -384.5778)
902	16	Constellation_Carina	1	16	Star_Sphere (15)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.50771, -71.9982)	(-0.8756425, -0.79998)	400	2.827402	2.750912	(-114.304, 47.07621, -380.4187)
903	16	Constellation_Carina	1	17	Star_Sphere (16)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.095611, -70.5474)	(-0.7579675, -0.78386)	400	2.802081	2.381225	(-96.52221, 91.80718, -377.1669)
904	16	Constellation_Carina	1	18	Star_Sphere (17)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.08874, -72.60795)	(-0.757395, -0.806755)	400	2.838044	2.379427	(-86.48521, 82.55727, -381.7127)
905	16	Constellation_Carina	1	19	Star_Sphere (18)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.787801, -65.06641)	(-0.81565, -0.7229601)	400	2.706419	2.56244	(-141.1284, 92.29205, -362.7188)
906	16	Constellation_Carina	1	20	Star_Sphere (19)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.75573, -62.50815)	(-0.8129774, -0.694535)	400	2.661769	2.554044	(-153.6837, 102.3551, -354.8306)
907	16	Constellation_Carina	1	21	Star_Sphere (20)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.19026, -62.31465)	(-0.765855, -0.692385)	400	2.658392	2.406004	(-137.7931, 124.7072, -354.205)
908	16	Constellation_Carina	1	22	Star_Sphere (21)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.92122, -60.6465)	(-0.743435, -0.67385)	400	2.629277	2.33557	(-135.7597, 141.4784, -348.6448)
909	16	Constellation_Carina	1	23	Star_Sphere (22)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.67942, -59.77035)	(-0.723285, -0.664115)	400	2.613986	2.272267	(-129.9633, 153.8382, -345.6057)
910	16	Constellation_Carina	1	24	Star_Sphere (23)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.007389, -63.57645)	(-0.6672825, -0.706405)	400	2.680415	2.09633	(-89.29868, 153.9811, -358.2116)
911	16	Constellation_Carina	1	25	Star_Sphere (24)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(7.97688, -60.8292)	(-0.66474, -0.67588)	400	2.632466	2.088342	(-96.45917, 169.4324, -349.2682)
912	16	Constellation_Carina	1	26	Star_Sphere (25)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(6.58599, -52.98256)	(-0.5488325, -0.588695)	400	2.495516	1.724208	(-36.80038, 237.9949, -319.3809)
913	16	Constellation_Carina	1	27	Star_Sphere (26)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(6.83313, -53.63595)	(-0.5694275, -0.595955)	400	2.50692	1.788909	(-51.31969, 231.5464, -322.1064)
914	16	Constellation_Carina	1	28	Star_Sphere (27)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(10.46715, -58.7403)	(-0.8722625, -0.65267)	400	2.596008	2.740294	(-191.0768, 81.07877, -341.9296)
915	16	Constellation_Carina	1	29	Star_Sphere (28)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.522479, -57.0528)	(-0.7935399, -0.63392)	400	2.566556	2.492979	(-173.3675, 131.4158, -335.6689)
916	16	Constellation_Carina	1	30	Star_Sphere (29)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.27192, -57.5541)	(-0.77266, -0.63949)	400	2.575305	2.427383	(-162.1551, 140.5681, -337.5594)
917	16	Constellation_Carina	1	31	Star_Sphere (30)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.185579, -58.96755)	(-0.765465, -0.655195)	400	2.599974	2.404779	(-152.7214, 138.5585, -342.7502)
918	16	Constellation_Carina	1	32	Star_Sphere (31)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.5769, -59.22585)	(-0.798075, -0.658065)	400	2.604482	2.507226	(-164.8446, 121.2965, -343.6763)
919	16	Constellation_Carina	1	33	Star_Sphere (32)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.72686, -60.57675)	(-0.893905, -0.673075)	400	2.62806	2.808286	(-185.6885, 64.2898, -348.4058)
920	16	Constellation_Carina	1	34	Star_Sphere (33)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.64808, -59.20695)	(-0.8873399, -0.657855)	400	2.604153	2.787661	(-192.0829, 70.97282, -343.6088)
921	16	Constellation_Carina	1	35	Star_Sphere (34)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.45857, -57.64815)	(-0.8715475, -0.640535)	400	2.576946	2.738047	(-196.8533, 84.05222, -337.9112)
922	16	Constellation_Carina	1	36	Star_Sphere (35)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.59459, -57.5748)	(-0.8828825, -0.63972)	400	2.575666	2.773657	(-200.1246, 77.14597, -337.6369)
923	16	Constellation_Carina	1	37	Star_Sphere (36)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.60701, -59.57415)	(-0.8839175, -0.661935)	400	2.610562	2.776909	(-189.2474, 72.24709, -344.9142)
924	16	Constellation_Carina	1	38	Star_Sphere (37)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.71219, -59.2389)	(-0.8926825, -0.65821)	400	2.60471	2.804445	(-193.0662, 67.6757, -343.7229)
925	16	Constellation_Carina	1	39	Star_Sphere (38)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(10.59564, -57.5748)	(-0.88297, -0.63972)	400	2.575666	2.773932	(-200.1457, 77.091, -337.6369)
926	16	Constellation_Carina	1	40	Star_Sphere (39)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.63584, -57.24945)	(-0.8863201, -0.636105)	400	2.569988	2.784457	(-202.739, 75.64932, -336.4135)
927	16	Constellation_Carina	1	41	Star_Sphere (40)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.41891, -58.5918)	(-0.8682425, -0.6510201)	400	2.593416	2.727664	(-190.8484, 83.84157, -341.3905)
928	16	Constellation_Carina	1	42	Star_Sphere (41)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.8774, -57.24315)	(-0.90645, -0.636035)	400	2.569878	2.847697	(-207.15, 62.69618, -336.3898)
929	16	Constellation_Carina	1	43	Star_Sphere (42)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(11.10726, -58.68001)	(-0.925605, -0.6520001)	400	2.594956	2.907874	(-202.2738, 48.1552, -341.711)
930	16	Constellation_Carina	1	44	Star_Sphere (43)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.96665, -59.74515)	(-0.9138875, -0.663835)	400	2.613546	2.871062	(-194.2087, 53.85976, -345.5171)
931	16	Constellation_Carina	1	45	Star_Sphere (44)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.92348, -60.5376)	(-0.91029, -0.67264)	400	2.627377	2.859761	(-188.979, 54.71679, -348.2715)
932	16	Constellation_Carina	1	46	Star_Sphere (45)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.91136, -61.83315)	(-0.9092799, -0.687035)	400	2.649988	2.856587	(-181.1995, 53.0881, -352.6307)
933	16	Constellation_Carina	1	47	Star_Sphere (46)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(11.2269, -59.6331)	(-0.9355749, -0.66259)	400	2.61159	2.939195	(-198.0864, 40.64872, -345.1224)
934	16	Constellation_Carina	1	48	Star_Sphere (47)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.19952, -58.06036)	(-0.84996, -0.6451151)	400	2.584141	2.670228	(-188.534, 96.0927, -339.4424)
935	16	Constellation_Carina	1	49	Star_Sphere (48)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.15794, -61.5636)	(-0.846495, -0.68404)	400	2.645284	2.659343	(-168.7504, 88.33646, -351.7385)
936	16	Constellation_Carina	1	50	Star_Sphere (49)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.65264, -58.82536)	(-0.88772, -0.6536151)	400	2.597492	2.788855	(-194.3108, 71.53246, -342.2374)
937	16	Constellation_Carina	1	51	Star_Sphere (50)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.62648, -58.7421)	(-0.88554, -0.65269)	400	2.59604	2.782006	(-194.2816, 73.03646, -341.9362)
938	16	Constellation_Carina	1	52	Star_Sphere (51)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.82451, -59.40631)	(-0.9020424, -0.6600701)	400	2.607632	2.83385	(-194.0145, 61.66566, -344.3192)
939	16	Constellation_Carina	1	53	Star_Sphere (52)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.73727, -59.58765)	(-0.8947725, -0.6620851)	400	2.610797	2.811011	(-191.5238, 65.72625, -344.9619)
940	16	Constellation_Carina	1	54	Star_Sphere (53)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.75278, -59.7141)	(-0.896065, -0.66349)	400	2.613004	2.815071	(-191.0676, 64.70365, -345.4079)
941	16	Constellation_Carina	1	55	Star_Sphere (54)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.60032, -58.2471)	(-0.88336, -0.64719)	400	2.5874	2.775157	(-196.5275, 75.42098, -340.1303)
942	16	Constellation_Carina	1	56	Star_Sphere (55)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.5588, -58.1985)	(-0.8799, -0.64665)	400	2.586552	2.764287	(-195.9643, 77.65896, -339.9516)
943	16	Constellation_Carina	1	57	Star_Sphere (56)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.19394, -58.82805)	(-0.849495, -0.653645)	400	2.59754	2.668767	(-184.3275, 94.28822, -342.2472)
944	16	Constellation_Carina	1	58	Star_Sphere (57)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.25614, -58.4091)	(-0.771345, -0.64899)	400	2.590228	2.423252	(-157.7625, 137.9061, -340.7241)
945	16	Constellation_Carina	1	59	Star_Sphere (58)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.508619, -58.36995)	(-0.7923849, -0.648555)	400	2.589544	2.489351	(-166.7118, 127.3258, -340.5808)
946	16	Constellation_Carina	1	60	Star_Sphere (59)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.6807, -57.99734)	(-0.806725, -0.644415)	400	2.583041	2.534401	(-174.0922, 120.9499, -339.2094)
947	16	Constellation_Carina	1	61	Star_Sphere (60)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.6861, -57.2769)	(-0.807175, -0.63641)	400	2.570467	2.535815	(-177.7554, 123.1227, -336.5172)
948	16	Constellation_Carina	1	62	Star_Sphere (61)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.854549, -59.4441)	(-0.8212125, -0.66049)	400	2.608292	2.579915	(-172.1091, 108.3064, -344.4534)
949	16	Constellation_Carina	1	63	Star_Sphere (62)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(10.05045, -60.1947)	(-0.8375375, -0.66883)	400	2.621392	2.631202	(-173.4825, 97.12801, -347.0878)
950	16	Constellation_Carina	1	64	Star_Sphere (63)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.85047, -62.7606)	(-0.8208725, -0.69734)	400	2.666176	2.578847	(-154.851, 97.67709, -355.6408)
951	16	Constellation_Carina	1	65	Star_Sphere (64)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(9.65775, -61.33185)	(-0.8048125, -0.681465)	400	2.641239	2.528393	(-156.9332, 110.4327, -350.9652)
952	16	Constellation_Carina	1	66	Star_Sphere (65)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.482639, -62.29079)	(-0.79022, -0.69212)	400	2.657976	2.482549	(-147.0426, 113.8952, -354.1276)
953	16	Constellation_Carina	1	67	Star_Sphere (66)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.29103, -68.7087)	(-0.7742525, -0.76343)	400	2.769989	2.432386	(-110.2225, 94.58745, -372.6986)
954	16	Constellation_Carina	1	68	Star_Sphere (67)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.42621, -61.95825)	(-0.7855175, -0.688425)	400	2.652172	2.467776	(-146.9477, 117.3356, -353.0421)
955	16	Constellation_Carina	1	69	Star_Sphere (68)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.35034, -62.41185)	(-0.779195, -0.6934651)	400	2.660089	2.447913	(-142.4347, 118.4402, -354.5198)
956	16	Constellation_Carina	1	70	Star_Sphere (69)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.2181, -59.40405)	(-0.7681749, -0.660045)	400	2.607593	2.413293	(-151.9423, 135.5113, -344.3112)
957	16	Constellation_Carina	1	71	Star_Sphere (70)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.898569, -60.35625)	(-0.7415475, -0.670625)	400	2.624212	2.32964	(-136.1319, 143.5607, -347.647)
958	16	Constellation_Carina	1	72	Star_Sphere (71)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.01557, -60.97005)	(-0.7512975, -0.677445)	400	2.634924	2.360271	(-137.8125, 136.6935, -349.7465)
959	16	Constellation_Carina	1	73	Star_Sphere (72)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.951579, -59.2434)	(-0.7459649, -0.65826)	400	2.604789	2.343518	(-142.7984, 146.4654, -343.739)
960	16	Constellation_Carina	1	74	Star_Sphere (73)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.993999, -59.0922)	(-0.7495, -0.65658)	400	2.60215	2.354624	(-145.056, 145.5124, -343.198)
961	16	Constellation_Carina	1	75	Star_Sphere (74)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.781179, -56.7891)	(-0.731765, -0.63099)	400	2.561953	2.298908	(-145.7952, 163.5352, -334.664)
962	16	Constellation_Carina	1	76	Star_Sphere (75)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.86266, -57.6441)	(-0.738555, -0.6404901)	400	2.576876	2.320239	(-145.8315, 156.7144, -337.8961)
963	16	Constellation_Carina	1	77	Star_Sphere (76)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.591129, -58.0149)	(-0.7159275, -0.64461)	400	2.583347	2.249153	(-132.9574, 164.9705, -339.2743)
964	16	Constellation_Carina	1	78	Star_Sphere (77)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.59083, -58.2543)	(-0.7159025, -0.64727)	400	2.587526	2.249074	(-132.0537, 163.8756, -340.1567)
965	16	Constellation_Carina	1	79	Star_Sphere (78)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.35626, -57.9663)	(-0.696355, -0.64407)	400	2.582499	2.187664	(-122.7351, 173.0636, -339.0945)
966	16	Constellation_Carina	1	80	Star_Sphere (79)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.16204, -56.088)	(-0.68017, -0.6232)	400	2.549717	2.136817	(-119.6798, 188.3627, -331.9582)
967	16	Constellation_Carina	1	81	Star_Sphere (80)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.08719, -53.12295)	(-0.6739325, -0.590255)	400	2.497967	2.117221	(-124.7334, 205.0871, -319.9701)
968	16	Constellation_Carina	1	82	Star_Sphere (81)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.014199, -54.17235)	(-0.66785, -0.601915)	400	2.516282	2.098113	(-117.8228, 202.3342, -324.3126)
969	16	Constellation_Carina	1	83	Star_Sphere (82)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.028, -54.42885)	(-0.669, -0.604765)	400	2.520759	2.101726	(-117.8167, 200.6532, -325.3575)
970	16	Constellation_Carina	1	84	Star_Sphere (83)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.87737, -54.3717)	(-0.6564475, -0.60413)	400	2.519762	2.062291	(-109.9675, 205.4281, -325.1253)
971	16	Constellation_Carina	1	85	Star_Sphere (84)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.820219, -56.41785)	(-0.6516849, -0.626865)	400	2.555474	2.047329	(-101.4888, 196.6032, -333.2374)
972	16	Constellation_Carina	1	86	Star_Sphere (85)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.91721, -57.31875)	(-0.6597674, -0.636875)	400	2.571197	2.072721	(-103.9137, 189.3459, -336.675)
973	16	Constellation_Carina	1	87	Star_Sphere (86)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.59711, -52.5402)	(-0.6330925, -0.5837801)	400	2.487796	1.988919	(-98.78346, 222.3237, -317.5122)
974	16	Constellation_Carina	1	88	Star_Sphere (87)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.50189, -52.64685)	(-0.6251575, -0.584965)	400	2.489657	1.96399	(-92.98454, 224.1708, -317.9644)
975	16	Constellation_Carina	1	89	Star_Sphere (88)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.44243, -51.03901)	(-0.6202025, -0.5671)	400	2.461595	1.948424	(-92.73814, 233.7952, -311.0297)
976	16	Constellation_Carina	1	90	Star_Sphere (89)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.346189, -52.09965)	(-0.6121824, -0.578885)	400	2.480107	1.923228	(-84.81647, 230.6133, -315.6321)
977	16	Constellation_Carina	1	91	Star_Sphere (90)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.34277, -52.317)	(-0.6118975, -0.5813)	400	2.4839	1.922333	(-84.19707, 229.5634, -316.562)
978	16	Constellation_Carina	1	92	Star_Sphere (91)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.50993, -54.4167)	(-0.6258275, -0.60463)	400	2.520547	1.966095	(-89.62997, 214.8047, -325.3082)
979	16	Constellation_Carina	1	93	Star_Sphere (92)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.25847, -52.49745)	(-0.6048725, -0.583305)	400	2.48705	1.900263	(-78.78764, 230.421, -317.3305)
980	16	Constellation_Carina	1	94	Star_Sphere (93)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.77994, -51.27885)	(-0.564995, -0.569765)	400	2.465781	1.774984	(-50.73601, 245.0143, -312.0799)
981	16	Constellation_Carina	1	95	Star_Sphere (94)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.01706, -51.40485)	(-0.584755, -0.571165)	400	2.46798	1.837062	(-65.65777, 240.7321, -312.6294)
982	16	Constellation_Carina	1	96	Star_Sphere (95)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.12338, -51.97275)	(-0.593615, -0.577475)	400	2.477892	1.864897	(-71.43034, 235.8343, -315.0871)
983	16	Constellation_Carina	1	97	Star_Sphere (96)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.768149, -52.4367)	(-0.5640125, -0.58263)	400	2.485989	1.771897	(-48.70965, 238.9407, -317.0721)
984	16	Constellation_Carina	1	98	Star_Sphere (97)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.52563, -51.84315)	(-0.5438025, -0.576035)	400	2.47563	1.708406	(-33.89977, 244.7904, -314.529)
985	16	Constellation_Carina	1	99	Star_Sphere (98)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.39702, -52.1775)	(-0.533085, -0.57975)	400	2.481466	1.674736	(-25.44913, 243.9631, -315.9657)
986	16	Constellation_Carina	1	100	Star_Sphere (99)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.79125, -55.5516)	(-0.5659375, -0.61724)	400	2.540355	1.777945	(-46.53614, 221.4282, -329.8544)
987	16	Constellation_Carina	1	101	Star_Sphere (100)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.78063, -54.70605)	(-0.5650525, -0.607845)	400	2.525597	1.775165	(-46.90321, 226.299, -326.4795)
988	16	Constellation_Carina	1	102	Star_Sphere (101)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.07385, -56.7567)	(-0.5894875, -0.63063)	400	2.561388	1.85193	(-60.83754, 210.6696, -334.5402)
989	16	Constellation_Carina	1	103	Star_Sphere (102)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.05522, -59.17905)	(-0.587935, -0.657545)	400	2.603666	1.847052	(-55.89923, 197.172, -343.5091)
990	16	Constellation_Carina	1	104	Star_Sphere (103)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.70568, -58.65795)	(-0.64214, -0.651755)	400	2.594571	2.017342	(-89.85063, 187.6571, -341.6309)
991	16	Constellation_Carina	1	105	Star_Sphere (104)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.15265, -61.31701)	(-0.6793875, -0.6813)	400	2.64098	2.134359	(-102.5587, 162.2961, -350.9155)
992	16	Constellation_Carina	1	106	Star_Sphere (105)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.257529, -62.9406)	(-0.6881275, -0.69934)	400	2.669317	2.161816	(-101.3927, 151.0993, -356.2141)
993	16	Constellation_Carina	1	107	Star_Sphere (106)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.080259, -62.8461)	(-0.6733549, -0.6982901)	400	2.667668	2.115407	(-94.57789, 156.1427, -355.9136)
994	16	Constellation_Carina	1	108	Star_Sphere (107)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.99629, -60.5997)	(-0.6663575, -0.67333)	400	2.628461	2.093424	(-98.01644, 170.1509, -348.4845)
995	16	Constellation_Carina	1	109	Star_Sphere (108)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.9647, -60.3072)	(-0.663725, -0.67008)	400	2.623356	2.085154	(-97.47989, 172.5023, -347.4775)
996	16	Constellation_Carina	1	110	Star_Sphere (109)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.94037, -60.54525)	(-0.6616974, -0.672725)	400	2.62751	2.078784	(-95.67609, 171.8568, -348.2977)
997	16	Constellation_Carina	1	111	Star_Sphere (110)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.8231, -60.28696)	(-0.651925, -0.6698551)	400	2.623002	2.048083	(-91.07598, 176.1057, -347.4075)
998	16	Constellation_Carina	1	112	Star_Sphere (111)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.62734, -62.8713)	(-0.718945, -0.69857)	400	2.668108	2.258632	(-115.7974, 140.9233, -355.9938)
999	16	Constellation_Carina	1	113	Star_Sphere (112)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(9.404249, -61.66486)	(-0.7836874, -0.685165)	400	2.647051	2.462027	(-147.675, 119.3131, -352.0746)
